Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,Is24Hours,IsHighPower
EVS02389,13.849790,100.456520,"519 Bangkok Ave, Bangkok",L1,0.420000,9:00-18:00,6.100000,69,Tesla,22,"['Tesla', 'CHAdeMO']",2022,Yes,3.400000,7,Quarterly,False,False
EVS02390,39.972864,116.273023,"507 Beijing Ave, Beijing",L2,0.280000,9:00-18:00,6.920000,45,Greenlots,22,"['CHAdeMO', 'Tesla']",2018,No,3.300000,6,Quarterly,False,False
EVS02392,41.967394,-87.745724,"329 Chicago Ave, Chicago",L2,0.200000,00:00-24:00,5.990000,51,EVgo,350,"['Type 2', 'CHAdeMO']",2012,Yes,3.700000,1,Annually,True,True
EVS02393,55.704277,37.583266,"2247 Moscow Ave, Moscow",L1,0.410000,00:00-24:00,11.910000,80,EVgo,350,"['CHAdeMO', 'CCS']",2011,Yes,4.000000,1,Monthly,True,True
EVS02394,18.983657,72.858559,"3400 Mumbai Ave, Mumbai",L2,0.390000,6:00-22:00,0.810000,21,EVgo,22,['Type 2'],2015,No,3.200000,7,Annually,False,False
EVS02395,-33.740927,151.241791,"7962 Sydney Ave, Sydney",L2,0.310000,6:00-22:00,1.380000,95,Ionity,22,['CHAdeMO'],2018,Yes,4.500000,1,Annually,False,False
EVS02396,37.548627,127.009078,"6988 Seoul Ave, Seoul",DC,0.500000,6:00-22:00,18.200000,50,Ionity,50,['Type 2'],2010,Yes,4.700000,9,Quarterly,False,False
EVS02397,25.339403,55.354535,"7007 Dubai Ave, Dubai",DC,0.420000,6:00-22:00,3.660000,69,ChargePoint,50,['CCS'],2011,Yes,4.600000,6,Monthly,False,False
EVS02398,25.315946,55.259231,"7822 Dubai Ave, Dubai",L1,0.440000,9:00-18:00,8.930000,21,EVgo,350,"['CHAdeMO', 'Type 2']",2011,No,4.100000,8,Monthly,False,True
EVS02399,37.797171,-122.496192,"7083 San Francisco Ave, San Francisco",DC,0.130000,6:00-22:00,10.640000,75,Greenlots,50,['Type 2'],2019,No,4.000000,7,Monthly,False,False
EVS02400,37.501545,127.082667,"1544 Seoul Ave, Seoul",L1,0.430000,6:00-22:00,5.550000,38,ChargePoint,150,"['Type 2', 'Tesla']",2022,Yes,5.000000,4,Monthly,False,True
EVS02402,37.600483,126.901517,"9141 Seoul Ave, Seoul",L2,0.470000,6:00-22:00,12.670000,94,Ionity,350,['CCS'],2018,Yes,3.000000,2,Quarterly,False,True
EVS02403,55.859237,37.602004,"2937 Moscow Ave, Moscow",L1,0.330000,00:00-24:00,17.290000,23,EVgo,150,['Tesla'],2012,Yes,3.000000,3,Quarterly,True,True
EVS02404,-23.622822,-46.692399,"466 São Paulo Ave, São Paulo",DC,0.430000,00:00-24:00,0.970000,21,ChargePoint,150,"['CCS', 'CHAdeMO']",2020,No,3.600000,9,Monthly,True,True
EVS02405,-23.678169,-46.577917,"8708 São Paulo Ave, São Paulo",DC,0.190000,9:00-18:00,1.120000,84,Tesla,50,"['CCS', 'Tesla']",2010,Yes,5.000000,2,Annually,False,False
EVS02406,41.860176,-87.646016,"1699 Chicago Ave, Chicago",L1,0.260000,00:00-24:00,5.120000,96,EVgo,150,"['Type 2', 'Tesla']",2015,No,3.400000,8,Quarterly,True,True
EVS02407,41.839618,-87.777404,"1457 Chicago Ave, Chicago",L1,0.300000,00:00-24:00,13.870000,17,EVgo,150,"['CHAdeMO', 'Tesla']",2019,Yes,4.200000,4,Monthly,True,True
EVS02408,19.496801,-99.075822,"5967 Mexico City Ave, Mexico City",L1,0.170000,9:00-18:00,3.310000,43,ChargePoint,150,"['Type 2', 'CCS']",2014,No,4.300000,4,Quarterly,False,True
EVS02409,-33.736775,151.267200,"8466 Sydney Ave, Sydney",DC,0.320000,00:00-24:00,0.860000,70,ChargePoint,150,['Type 2'],2015,No,4.700000,8,Monthly,True,True
EVS02410,41.946956,-87.778989,"6904 Chicago Ave, Chicago",DC,0.400000,6:00-22:00,17.970000,85,ChargePoint,22,"['CHAdeMO', 'Type 2']",2010,Yes,4.000000,10,Monthly,False,False
EVS02412,-33.765254,151.270901,"1226 Sydney Ave, Sydney",DC,0.370000,9:00-18:00,4.300000,37,ChargePoint,22,['CCS'],2019,No,4.200000,4,Quarterly,False,False
EVS02413,55.739251,37.658043,"5439 Moscow Ave, Moscow",L1,0.480000,6:00-22:00,16.800000,90,Tesla,350,"['Type 2', 'CHAdeMO']",2018,No,4.500000,1,Quarterly,False,True
EVS02414,39.906754,116.208743,"6482 Beijing Ave, Beijing",DC,0.300000,6:00-22:00,15.880000,43,Ionity,150,['CCS'],2014,Yes,4.600000,9,Quarterly,False,True
EVS02415,39.840977,116.268466,"9936 Beijing Ave, Beijing",DC,0.390000,9:00-18:00,16.460000,48,Ionity,50,['Type 2'],2015,No,4.000000,5,Monthly,False,False
EVS02416,19.403056,-99.077852,"2317 Mexico City Ave, Mexico City",DC,0.420000,9:00-18:00,16.920000,67,ChargePoint,150,['Tesla'],2019,Yes,3.200000,1,Monthly,False,True
EVS02417,25.207833,55.320243,"7935 Dubai Ave, Dubai",L2,0.480000,6:00-22:00,9.760000,66,Ionity,150,"['CHAdeMO', 'Tesla']",2015,No,4.400000,10,Quarterly,False,True
EVS02418,41.929357,-87.620295,"7210 Chicago Ave, Chicago",L2,0.270000,00:00-24:00,3.320000,82,Ionity,50,"['CHAdeMO', 'CCS']",2016,No,3.300000,8,Annually,True,False
EVS02419,-23.681767,-46.667218,"882 São Paulo Ave, São Paulo",L2,0.320000,6:00-22:00,3.530000,55,Greenlots,150,['CHAdeMO'],2014,Yes,4.300000,8,Monthly,False,True
EVS02420,34.138421,-118.364527,"292 Los Angeles Ave, Los Angeles",L2,0.200000,9:00-18:00,4.990000,64,ChargePoint,50,['CCS'],2015,Yes,4.800000,10,Annually,False,False
EVS02422,39.890239,116.267186,"3647 Beijing Ave, Beijing",L1,0.380000,9:00-18:00,18.380000,69,ChargePoint,350,['CCS'],2020,Yes,4.200000,5,Monthly,False,True
EVS02423,34.027761,-118.229588,"6258 Los Angeles Ave, Los Angeles",DC,0.220000,9:00-18:00,5.190000,35,Tesla,22,"['CCS', 'Type 2']",2012,Yes,3.100000,2,Annually,False,False
EVS02424,19.473869,-99.099365,"9617 Mexico City Ave, Mexico City",L1,0.340000,00:00-24:00,7.700000,93,ChargePoint,350,['Type 2'],2020,Yes,4.100000,10,Quarterly,True,True
EVS02425,34.085448,-118.252281,"8321 Los Angeles Ave, Los Angeles",DC,0.370000,6:00-22:00,7.600000,59,Ionity,350,['Type 2'],2022,Yes,3.900000,7,Monthly,False,True
EVS02426,34.032340,-118.274036,"6149 Los Angeles Ave, Los Angeles",L2,0.230000,00:00-24:00,14.030000,51,Greenlots,50,"['Tesla', 'CHAdeMO']",2022,Yes,4.600000,10,Quarterly,True,False
EVS02427,41.979642,-87.718219,"7115 Chicago Ave, Chicago",L2,0.250000,00:00-24:00,4.360000,89,Greenlots,150,['Type 2'],2011,Yes,3.900000,8,Monthly,True,True
EVS02428,25.343728,55.248140,"449 Dubai Ave, Dubai",DC,0.240000,9:00-18:00,10.110000,55,ChargePoint,150,"['Type 2', 'CCS']",2010,Yes,4.700000,10,Quarterly,False,True
EVS02429,52.526023,13.434875,"2608 Berlin Ave, Berlin",L1,0.240000,9:00-18:00,3.140000,93,Tesla,150,"['CHAdeMO', 'Tesla']",2019,No,3.100000,5,Annually,False,True
EVS02430,37.746900,-122.331887,"7868 San Francisco Ave, San Francisco",L1,0.300000,00:00-24:00,13.900000,92,ChargePoint,350,['CCS'],2016,Yes,4.600000,6,Annually,True,True
EVS02432,-23.576572,-46.654924,"168 São Paulo Ave, São Paulo",DC,0.270000,6:00-22:00,3.110000,23,Tesla,350,"['Type 2', 'CHAdeMO']",2018,No,5.000000,5,Monthly,False,True
EVS02433,41.970290,-87.702265,"770 Chicago Ave, Chicago",L2,0.260000,6:00-22:00,0.750000,63,Tesla,50,"['Tesla', 'CHAdeMO']",2014,No,3.100000,2,Monthly,False,False
EVS02434,43.620912,-79.397266,"700 Toronto Ave, Toronto",DC,0.220000,6:00-22:00,1.590000,31,Greenlots,22,['Tesla'],2023,No,4.000000,5,Annually,False,False
EVS02435,43.656420,-79.491329,"5472 Toronto Ave, Toronto",DC,0.350000,9:00-18:00,0.870000,35,ChargePoint,350,"['CHAdeMO', 'CCS']",2013,Yes,4.400000,1,Annually,False,True
EVS02436,13.881011,100.502916,"4898 Bangkok Ave, Bangkok",DC,0.390000,9:00-18:00,12.510000,41,ChargePoint,350,"['CHAdeMO', 'Tesla']",2015,No,3.000000,5,Annually,False,True
EVS02437,55.821311,37.506545,"1871 Moscow Ave, Moscow",L2,0.430000,6:00-22:00,6.650000,73,Greenlots,150,['CHAdeMO'],2018,Yes,3.600000,7,Quarterly,False,True
EVS02438,34.191166,-118.320472,"5607 Los Angeles Ave, Los Angeles",DC,0.150000,6:00-22:00,1.020000,78,Ionity,150,['CCS'],2015,No,4.300000,8,Quarterly,False,True
EVS02439,52.441638,13.333771,"4930 Berlin Ave, Berlin",L1,0.160000,00:00-24:00,15.980000,13,Tesla,22,['Type 2'],2011,Yes,4.400000,6,Monthly,True,False
EVS02440,43.687378,-79.394476,"9767 Toronto Ave, Toronto",L1,0.230000,00:00-24:00,10.440000,23,Ionity,150,"['CHAdeMO', 'Tesla']",2018,No,4.600000,9,Monthly,True,True
EVS02442,43.601006,-79.319498,"732 Toronto Ave, Toronto",L2,0.490000,6:00-22:00,11.630000,64,EVgo,50,"['CHAdeMO', 'Type 2']",2017,No,3.400000,10,Quarterly,False,False
EVS02443,37.792013,-122.327547,"6862 San Francisco Ave, San Francisco",L1,0.150000,00:00-24:00,12.900000,58,ChargePoint,350,['Tesla'],2016,No,4.800000,2,Quarterly,True,True
EVS02444,-33.719680,151.362139,"7804 Sydney Ave, Sydney",L2,0.130000,6:00-22:00,7.390000,65,EVgo,50,['Tesla'],2012,No,4.200000,3,Monthly,False,False
EVS02445,19.565944,-99.037388,"2432 Mexico City Ave, Mexico City",DC,0.380000,00:00-24:00,11.750000,19,Greenlots,150,['Type 2'],2019,No,3.800000,4,Quarterly,True,True
EVS02446,39.889631,116.415039,"8886 Beijing Ave, Beijing",L2,0.450000,6:00-22:00,14.210000,40,Tesla,150,['CCS'],2014,No,3.600000,8,Monthly,False,True
EVS02447,19.177619,72.931034,"8707 Mumbai Ave, Mumbai",L2,0.180000,00:00-24:00,11.570000,56,EVgo,350,"['CCS', 'Tesla']",2018,No,3.300000,5,Annually,True,True
EVS02448,19.435015,-99.135979,"6544 Mexico City Ave, Mexico City",L2,0.290000,00:00-24:00,4.000000,24,Greenlots,22,"['CCS', 'CHAdeMO']",2013,No,3.500000,10,Monthly,True,False
EVS02449,25.388259,55.252990,"1426 Dubai Ave, Dubai",DC,0.150000,6:00-22:00,3.940000,41,Greenlots,350,"['CHAdeMO', 'Tesla']",2012,Yes,3.600000,10,Monthly,False,True
EVS02450,52.425389,13.302849,"9821 Berlin Ave, Berlin",DC,0.280000,9:00-18:00,6.890000,51,Ionity,350,['Type 2'],2011,Yes,4.900000,9,Quarterly,False,True
EVS02452,34.024178,-118.229981,"9655 Los Angeles Ave, Los Angeles",DC,0.480000,00:00-24:00,9.720000,80,Greenlots,350,['Type 2'],2015,Yes,4.400000,6,Quarterly,True,True
EVS02453,-33.754768,151.213681,"8095 Sydney Ave, Sydney",L1,0.320000,00:00-24:00,13.980000,93,EVgo,50,['Tesla'],2022,No,4.600000,4,Annually,True,False
EVS02454,25.390033,55.261458,"8765 Dubai Ave, Dubai",DC,0.120000,9:00-18:00,18.970000,77,EVgo,50,"['Type 2', 'CCS']",2010,Yes,4.600000,7,Quarterly,False,False
EVS02455,19.575519,-99.035698,"4679 Mexico City Ave, Mexico City",DC,0.370000,9:00-18:00,10.810000,59,Ionity,50,['Type 2'],2019,No,4.400000,1,Monthly,False,False
EVS02456,-33.743796,18.490105,"8818 Cape Town Ave, Cape Town",L1,0.120000,00:00-24:00,6.570000,91,Ionity,50,"['Type 2', 'CHAdeMO']",2020,Yes,4.400000,10,Monthly,True,False
EVS02457,55.748355,37.508417,"622 Moscow Ave, Moscow",DC,0.290000,9:00-18:00,1.210000,49,EVgo,150,"['CHAdeMO', 'Tesla']",2015,Yes,3.600000,2,Monthly,False,True
EVS02458,37.583932,126.979465,"5502 Seoul Ave, Seoul",L1,0.130000,6:00-22:00,14.530000,42,ChargePoint,22,['CHAdeMO'],2011,Yes,3.600000,9,Quarterly,False,False
EVS02459,37.509840,127.040723,"599 Seoul Ave, Seoul",DC,0.220000,00:00-24:00,6.940000,70,EVgo,22,"['CHAdeMO', 'Type 2']",2019,Yes,3.600000,2,Quarterly,True,False
EVS02460,-33.757512,18.554436,"714 Cape Town Ave, Cape Town",L1,0.370000,9:00-18:00,15.050000,70,Ionity,150,"['CHAdeMO', 'Type 2']",2012,Yes,3.100000,5,Annually,False,True
EVS02462,37.892735,-122.333197,"5805 San Francisco Ave, San Francisco",L2,0.470000,00:00-24:00,15.380000,87,ChargePoint,350,['Tesla'],2014,No,4.300000,7,Quarterly,True,True
EVS02463,37.805514,-122.347084,"2353 San Francisco Ave, San Francisco",L1,0.280000,00:00-24:00,10.350000,85,Ionity,50,['CCS'],2019,No,3.900000,6,Annually,True,False
EVS02464,43.776975,-79.483454,"5733 Toronto Ave, Toronto",L2,0.290000,9:00-18:00,2.560000,16,ChargePoint,350,['CHAdeMO'],2011,No,3.400000,2,Annually,False,True
EVS02465,55.894134,37.571663,"5333 Moscow Ave, Moscow",DC,0.240000,6:00-22:00,3.500000,53,EVgo,50,['CHAdeMO'],2011,Yes,4.400000,9,Monthly,False,False
EVS02466,-33.844785,151.365926,"6268 Sydney Ave, Sydney",L1,0.270000,00:00-24:00,15.660000,48,Greenlots,350,['Type 2'],2014,No,3.300000,10,Monthly,True,True
EVS02467,39.881485,116.366740,"9038 Beijing Ave, Beijing",L2,0.100000,9:00-18:00,7.270000,71,ChargePoint,50,"['Tesla', 'Type 2']",2020,No,4.100000,7,Monthly,False,False
EVS02468,41.850184,-87.627692,"272 Chicago Ave, Chicago",DC,0.210000,9:00-18:00,15.920000,56,Ionity,50,"['CCS', 'Tesla']",2011,Yes,3.600000,8,Monthly,False,False
EVS02469,25.255466,55.203241,"5055 Dubai Ave, Dubai",L2,0.100000,9:00-18:00,13.090000,35,Ionity,150,['Tesla'],2019,No,4.700000,9,Monthly,False,True
EVS02470,37.662134,126.950977,"5106 Seoul Ave, Seoul",L2,0.480000,00:00-24:00,9.670000,69,Ionity,150,['CCS'],2014,Yes,3.600000,9,Monthly,True,True
EVS02472,39.931777,116.434965,"8956 Beijing Ave, Beijing",DC,0.220000,9:00-18:00,2.770000,42,EVgo,50,['CHAdeMO'],2012,Yes,4.700000,9,Quarterly,False,False
EVS02473,39.842042,116.383288,"4505 Beijing Ave, Beijing",DC,0.210000,6:00-22:00,18.870000,70,ChargePoint,50,['Tesla'],2021,Yes,3.200000,9,Annually,False,False
EVS02474,13.844829,100.425216,"8997 Bangkok Ave, Bangkok",L2,0.280000,6:00-22:00,6.440000,29,Greenlots,22,"['CCS', 'Type 2']",2015,Yes,3.600000,1,Monthly,False,False
EVS02475,34.057973,-118.368862,"4190 Los Angeles Ave, Los Angeles",L1,0.250000,6:00-22:00,18.700000,86,Ionity,50,"['Type 2', 'CHAdeMO']",2020,Yes,3.500000,10,Quarterly,False,False
EVS02476,19.068394,72.824610,"7407 Mumbai Ave, Mumbai",L2,0.150000,9:00-18:00,19.100000,77,ChargePoint,50,"['CHAdeMO', 'Tesla']",2014,Yes,4.800000,6,Annually,False,False
EVS02477,39.835019,116.260984,"3069 Beijing Ave, Beijing",L2,0.290000,00:00-24:00,8.720000,27,Tesla,150,['Type 2'],2012,Yes,3.200000,5,Monthly,True,True
EVS02478,55.796279,37.625872,"4624 Moscow Ave, Moscow",DC,0.300000,9:00-18:00,14.470000,84,Tesla,150,['Type 2'],2017,No,4.400000,2,Quarterly,False,True
EVS02479,25.249454,55.346665,"4695 Dubai Ave, Dubai",DC,0.390000,9:00-18:00,17.860000,21,Ionity,150,['Type 2'],2023,Yes,4.100000,5,Quarterly,False,True
EVS02480,41.904141,-87.793473,"5138 Chicago Ave, Chicago",DC,0.260000,6:00-22:00,9.360000,20,Tesla,150,['CHAdeMO'],2023,Yes,3.800000,10,Quarterly,False,True
EVS02482,52.452533,13.439800,"2664 Berlin Ave, Berlin",DC,0.420000,9:00-18:00,4.720000,31,EVgo,22,['CCS'],2021,No,4.500000,10,Monthly,False,False
EVS02483,39.957654,116.259556,"2346 Beijing Ave, Beijing",DC,0.450000,6:00-22:00,10.970000,81,Ionity,50,['CHAdeMO'],2018,No,4.300000,4,Monthly,False,False
EVS02484,34.158459,-118.218587,"152 Los Angeles Ave, Los Angeles",DC,0.230000,6:00-22:00,13.260000,72,EVgo,50,"['CCS', 'CHAdeMO']",2012,No,4.900000,7,Quarterly,False,False
EVS02485,13.841206,100.507256,"4909 Bangkok Ave, Bangkok",DC,0.410000,9:00-18:00,5.770000,28,ChargePoint,150,"['Tesla', 'CCS']",2012,No,3.700000,7,Monthly,False,True
EVS02486,55.801562,37.682504,"4671 Moscow Ave, Moscow",L2,0.110000,6:00-22:00,9.980000,85,EVgo,22,['Tesla'],2016,No,3.800000,2,Annually,False,False
EVS02487,41.913832,-87.743705,"1661 Chicago Ave, Chicago",DC,0.360000,6:00-22:00,13.940000,72,Ionity,50,['CHAdeMO'],2020,Yes,3.900000,5,Monthly,False,False
EVS02488,41.938688,-87.705428,"1534 Chicago Ave, Chicago",DC,0.210000,00:00-24:00,1.810000,100,Ionity,150,"['CHAdeMO', 'Tesla']",2010,No,3.600000,4,Quarterly,True,True
EVS02489,43.669751,-79.452887,"8309 Toronto Ave, Toronto",L1,0.370000,6:00-22:00,19.400000,72,EVgo,150,['Tesla'],2016,Yes,3.500000,5,Quarterly,False,True
EVS02490,-33.750859,18.423237,"1898 Cape Town Ave, Cape Town",L1,0.200000,6:00-22:00,12.560000,60,Tesla,350,"['CHAdeMO', 'CCS']",2017,Yes,4.800000,3,Annually,False,True
EVS02492,52.452026,13.378263,"910 Berlin Ave, Berlin",L1,0.300000,00:00-24:00,6.000000,27,EVgo,50,['Tesla'],2022,Yes,3.400000,9,Annually,True,False
EVS02493,25.326692,55.323912,"6825 Dubai Ave, Dubai",L2,0.250000,00:00-24:00,3.130000,14,ChargePoint,350,"['Tesla', 'CCS']",2011,Yes,4.800000,10,Quarterly,True,True
EVS02494,43.788298,-79.419992,"7203 Toronto Ave, Toronto",L1,0.220000,6:00-22:00,4.360000,83,Ionity,350,"['Type 2', 'CCS']",2022,Yes,4.400000,1,Quarterly,False,True
EVS02495,19.409350,-99.057654,"5027 Mexico City Ave, Mexico City",L2,0.260000,9:00-18:00,4.920000,15,Tesla,350,['CCS'],2011,Yes,3.100000,2,Annually,False,True
EVS02496,41.918758,-87.643545,"8134 Chicago Ave, Chicago",L1,0.360000,00:00-24:00,8.980000,27,Greenlots,50,['Tesla'],2023,Yes,3.400000,3,Annually,True,False
EVS02497,37.867835,-122.456926,"3977 San Francisco Ave, San Francisco",L1,0.230000,9:00-18:00,12.950000,64,Ionity,50,"['Tesla', 'CHAdeMO']",2021,No,3.300000,10,Annually,False,False
EVS02498,19.596346,-99.009220,"7681 Mexico City Ave, Mexico City",L2,0.100000,6:00-22:00,5.630000,42,ChargePoint,22,"['CCS', 'CHAdeMO']",2012,Yes,3.800000,10,Quarterly,False,False
EVS02499,55.873449,37.559093,"2607 Moscow Ave, Moscow",DC,0.330000,00:00-24:00,3.250000,45,ChargePoint,22,"['Type 2', 'CHAdeMO']",2022,Yes,4.600000,9,Annually,True,False
EVS02500,52.513608,13.448534,"5372 Berlin Ave, Berlin",DC,0.140000,9:00-18:00,4.500000,66,Greenlots,50,"['CCS', 'Type 2']",2023,No,3.200000,8,Annually,False,False
EVS02502,-33.855156,18.506932,"7196 Cape Town Ave, Cape Town",L1,0.260000,9:00-18:00,19.220000,82,EVgo,22,"['Tesla', 'CCS']",2020,Yes,3.800000,10,Quarterly,False,False
EVS02503,-33.866857,151.326771,"4767 Sydney Ave, Sydney",L1,0.260000,00:00-24:00,13.960000,56,EVgo,22,"['Type 2', 'CHAdeMO']",2013,Yes,4.500000,4,Monthly,True,False
EVS02504,37.675429,126.913549,"3868 Seoul Ave, Seoul",DC,0.110000,6:00-22:00,15.600000,100,ChargePoint,50,['Type 2'],2017,Yes,3.300000,7,Annually,False,False
EVS02505,37.818826,-122.362237,"4748 San Francisco Ave, San Francisco",L1,0.190000,9:00-18:00,12.700000,62,Ionity,350,['Type 2'],2020,No,4.400000,1,Quarterly,False,True
EVS02506,52.553803,13.331293,"1066 Berlin Ave, Berlin",DC,0.410000,6:00-22:00,8.780000,49,EVgo,150,"['Tesla', 'Type 2']",2016,No,3.600000,3,Annually,False,True
EVS02507,-23.527318,-46.538302,"1502 São Paulo Ave, São Paulo",L2,0.370000,00:00-24:00,6.850000,59,Greenlots,22,['CCS'],2022,No,3.700000,2,Annually,True,False
EVS02508,55.890208,37.617184,"3160 Moscow Ave, Moscow",L1,0.260000,9:00-18:00,18.020000,30,Ionity,350,"['CHAdeMO', 'CCS']",2023,No,4.700000,3,Monthly,False,True
EVS02509,-33.704120,151.250782,"9759 Sydney Ave, Sydney",L2,0.360000,6:00-22:00,9.390000,16,EVgo,350,['Tesla'],2013,No,4.700000,5,Quarterly,False,True
EVS02510,37.584491,126.941527,"8451 Seoul Ave, Seoul",DC,0.360000,00:00-24:00,1.320000,88,EVgo,150,['Tesla'],2012,No,4.600000,9,Monthly,True,True
EVS02512,-23.578823,-46.517233,"6911 São Paulo Ave, São Paulo",L1,0.140000,00:00-24:00,1.150000,64,Tesla,50,"['Tesla', 'Type 2']",2017,Yes,3.000000,2,Monthly,True,False
EVS02513,-23.536656,-46.504114,"4949 São Paulo Ave, São Paulo",L1,0.210000,9:00-18:00,6.320000,62,Greenlots,50,"['CCS', 'Tesla']",2011,Yes,4.700000,1,Monthly,False,False
EVS02514,41.938150,-87.780582,"9727 Chicago Ave, Chicago",L1,0.310000,6:00-22:00,18.590000,80,EVgo,150,"['Type 2', 'CCS']",2013,No,4.400000,2,Annually,False,True
EVS02515,19.421171,-99.130868,"7763 Mexico City Ave, Mexico City",DC,0.480000,9:00-18:00,13.150000,96,Greenlots,150,['Type 2'],2011,Yes,4.700000,1,Quarterly,False,True
EVS02516,55.730889,37.621046,"826 Moscow Ave, Moscow",DC,0.320000,00:00-24:00,4.230000,68,Greenlots,150,['Type 2'],2020,Yes,3.100000,10,Quarterly,True,True
EVS02517,55.820724,37.610758,"2961 Moscow Ave, Moscow",DC,0.400000,00:00-24:00,15.740000,13,EVgo,50,['Type 2'],2021,No,4.900000,2,Annually,True,False
EVS02518,19.596540,-99.112866,"8954 Mexico City Ave, Mexico City",L2,0.440000,9:00-18:00,12.980000,86,Ionity,150,['CHAdeMO'],2014,Yes,4.900000,6,Monthly,False,True
EVS02519,39.967601,116.450916,"4353 Beijing Ave, Beijing",DC,0.400000,6:00-22:00,16.710000,18,Ionity,350,['CCS'],2012,Yes,3.200000,2,Quarterly,False,True
EVS02520,-23.500481,-46.507842,"3028 São Paulo Ave, São Paulo",L2,0.260000,9:00-18:00,8.510000,57,Tesla,150,"['Tesla', 'CHAdeMO']",2016,Yes,4.200000,8,Annually,False,True
EVS02522,25.205124,55.203537,"7043 Dubai Ave, Dubai",L2,0.420000,9:00-18:00,9.060000,83,ChargePoint,22,['CCS'],2017,Yes,3.800000,4,Monthly,False,False
EVS02523,-23.572130,-46.662197,"4855 São Paulo Ave, São Paulo",L2,0.120000,6:00-22:00,7.210000,34,Tesla,150,['CHAdeMO'],2011,Yes,4.500000,1,Annually,False,True
EVS02524,-33.736960,18.416272,"4790 Cape Town Ave, Cape Town",L1,0.440000,6:00-22:00,2.050000,99,Ionity,350,['CCS'],2018,Yes,3.600000,3,Quarterly,False,True
EVS02525,13.847833,100.436311,"9938 Bangkok Ave, Bangkok",DC,0.470000,6:00-22:00,12.020000,92,ChargePoint,150,['Type 2'],2011,Yes,3.300000,8,Quarterly,False,True
EVS02526,41.996411,-87.616624,"6611 Chicago Ave, Chicago",DC,0.330000,6:00-22:00,9.730000,39,Greenlots,50,['CHAdeMO'],2022,Yes,3.100000,9,Annually,False,False
EVS02527,55.817750,37.676919,"5025 Moscow Ave, Moscow",L1,0.420000,6:00-22:00,2.120000,36,EVgo,50,['Tesla'],2017,No,4.000000,7,Quarterly,False,False
EVS02528,39.843829,116.468908,"4611 Beijing Ave, Beijing",L2,0.280000,6:00-22:00,16.910000,74,Ionity,50,['CHAdeMO'],2013,No,4.800000,9,Quarterly,False,False
EVS02529,37.878602,-122.418729,"6598 San Francisco Ave, San Francisco",L1,0.410000,9:00-18:00,4.710000,71,Tesla,50,"['CCS', 'Type 2']",2014,Yes,4.900000,3,Quarterly,False,False
EVS02530,41.866464,-87.633572,"9977 Chicago Ave, Chicago",L1,0.320000,00:00-24:00,13.890000,66,Ionity,350,['Tesla'],2023,No,3.900000,6,Quarterly,True,True
EVS02532,34.007216,-118.267135,"9941 Los Angeles Ave, Los Angeles",L1,0.120000,9:00-18:00,16.290000,12,ChargePoint,150,['Type 2'],2010,No,4.100000,8,Monthly,False,True
EVS02533,41.933516,-87.675304,"7760 Chicago Ave, Chicago",L2,0.210000,6:00-22:00,2.570000,66,Tesla,50,"['CCS', 'CHAdeMO']",2018,Yes,4.000000,7,Quarterly,False,False
EVS02534,19.536005,-99.085137,"7598 Mexico City Ave, Mexico City",DC,0.260000,6:00-22:00,1.860000,22,EVgo,22,['CCS'],2014,Yes,4.200000,6,Annually,False,False
EVS02535,37.583706,126.905294,"2005 Seoul Ave, Seoul",DC,0.210000,00:00-24:00,14.170000,74,Greenlots,350,"['Tesla', 'Type 2']",2020,No,3.000000,6,Quarterly,True,True
EVS02536,43.674506,-79.388860,"1625 Toronto Ave, Toronto",L2,0.490000,00:00-24:00,19.010000,36,EVgo,50,"['CCS', 'Tesla']",2014,Yes,3.400000,5,Quarterly,True,False
EVS02537,19.050884,72.881350,"3992 Mumbai Ave, Mumbai",DC,0.200000,6:00-22:00,15.690000,17,Greenlots,22,['CCS'],2020,Yes,3.400000,2,Monthly,False,False
EVS02538,18.991410,72.989093,"9875 Mumbai Ave, Mumbai",L2,0.100000,00:00-24:00,5.650000,98,ChargePoint,22,"['CHAdeMO', 'Type 2']",2010,No,3.000000,8,Annually,True,False
EVS02539,-23.604111,-46.536747,"2945 São Paulo Ave, São Paulo",L1,0.230000,9:00-18:00,9.660000,84,Ionity,350,"['Type 2', 'Tesla']",2015,No,3.400000,10,Annually,False,True
EVS02540,19.198860,72.856830,"5805 Mumbai Ave, Mumbai",L1,0.180000,00:00-24:00,18.930000,31,ChargePoint,50,['CCS'],2019,No,3.800000,5,Annually,True,False
EVS02542,-23.526652,-46.613282,"3058 São Paulo Ave, São Paulo",L2,0.180000,00:00-24:00,4.200000,34,Ionity,50,"['CHAdeMO', 'Type 2']",2011,Yes,4.800000,8,Annually,True,False
EVS02543,19.519314,-99.018526,"6709 Mexico City Ave, Mexico City",DC,0.230000,9:00-18:00,3.130000,70,Greenlots,350,"['CHAdeMO', 'Type 2']",2010,No,4.400000,4,Quarterly,False,True
EVS02544,19.467466,-99.072437,"8177 Mexico City Ave, Mexico City",L1,0.190000,6:00-22:00,19.370000,41,ChargePoint,22,['Tesla'],2013,No,3.100000,9,Monthly,False,False
